measurement_id,timestamp,station_name,station_type,latitude,longitude,pm25,pm10,no2,so2,co,ozone,temperature,humidity,wind_speed,wind_direction,pressure,visibility,aqi
AQ_000288,2024-01-18 13:15:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,124.0,67.0,221.0,15.0,20.0,541.0,6.1,49.46681474287388,13.9,317,961.2,10.0,222
AQ_000289,2024-01-18 15:15:00,Manufacturing District,industrial,28.4089,77.3178,143.0,571.0,576.0,733.0,19.0,1369.0,15.5,59.635975246696276,10.6,92,994.8,29.0,242
AQ_000290,2024-01-18 16:15:00,Chemical Complex Monitor,industrial,28.3974,77.3266,59.0,187.0,220.0,758.0,44.0,651.0,7.5,50.19185441519822,4.8,121,995.2,19.0,153
AQ_000291,2024-01-18 16:15:00,Urban Background,background,28.6441,77.2136,22.0,87.0,51.0,1.9,0.1,65.0,15.4,30.208600084833943,4.8,348,1015.1,9.0,71
AQ_000292,2024-01-18 16:30:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,25.0,34.0,462.0,12.0,15.0,534.0,18.7,53.900154244333436,11.5,71,963.6,22.8,77
AQ_000293,2024-01-18 17:15:00,Heavy Industry Area,industrial,28.3852,77.2719,124.0,867.0,185.0,194.0,12.0,1922.9080443098997,7.0,58.96514504945531,7.6,155,1034.3,3.9,222
AQ_000294,2024-01-18 17:45:00,Heavy Industry Area,industrial,28.3852,77.2719,750.0,696.0,175.0,236.0,95.0,201.0,16.0,51.389907709960085,3.6,117,954.7,19.2,500
AQ_000295,2024-01-18 19:00:00,Residential Area North,urban_residential,28.7041,77.1025,233.0,103.0,108.0,438.0,26.0,942.0,14.4,47.195093210040575,4.2,238,997.0,4.4,282
AQ_000296,2024-01-18 19:00:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,30.0,177.0,314.0,902.0,66.0,160.0,6.4,59.22168586537727,4.0,204,978.8,26.6,88
AQ_000297,2024-01-18 19:45:00,Central Business District,urban_traffic,28.6289,77.2065,55.0,-32.980595526887484,1757.0,19.0,2.0,599.0,14.5,39.785186796439916,7.4,47,951.9,20.5,149
AQ_000298,2024-01-18 20:00:00,Residential Park,urban_residential,28.6692,77.4538,35.0,110.0,610.0,517.0,40.0,564.0,7.7,34.948241782442594,2.3,250,1000.2,19.8,99
AQ_000299,2024-01-18 22:45:00,Major Road Intersection,urban_traffic,28.5355,77.391,419.0,200.0,128.0,96.0,58.0,624.0,7.5,41.53868007092714,4.8,169,1001.4,27.4,468
AQ_000300,2024-01-18 22:45:00,Heavy Industry Area,industrial,28.3852,77.2719,583.0,215.0,183.0,258.0,54.0,671.0,8.5,53.38414655845525,1.8,4,954.1,23.9,500
AQ_000301,2024-01-19 03:15:00,Suburban Monitoring,urban_residential,28.4595,77.0266,161.0,142.0,141.0,18.0,18.0,255.0,15.7,44.90211111453607,1.3,178,1048.5,29.8,210
AQ_000302,2024-01-19 07:00:00,Green Belt Station,background,28.6877,77.2273,513.0,98.0,57.0,81.0,39.0,2096.6589682926087,5.6,38.45969359609696,6.2,129,978.1,3.7,500
AQ_000303,2024-01-19 09:15:00,Suburban Monitoring,urban_residential,28.4595,77.0266,86.0,358.0,206.0,73.0,69.0,425.0,16.1,38.903844909638714,3.1,350,967.1,28.3,182
AQ_000304,2024-01-19 11:00:00,Central Business District,urban_traffic,28.6289,77.2065,42.0,215.0,118.0,32.0,21.0,333.0,17.6,27.665290427921168,11.4,163,967.1,21.1,116
AQ_000305,2024-01-19 16:00:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,414.0,381.0,628.0,199.0,6.5,528.0,6.0,22.48019687366463,12.7,250,1020.3,29.3,463
AQ_000306,2024-01-19 16:30:00,City Park Monitor,background,28.6169,77.2295,462.0,56.0,137.0,25.0,5.9,19.0,18.1,27.698209748820325,9.4,227,1036.8,1.4,500
AQ_000307,2024-01-19 17:45:00,University Campus,background,28.5449,77.1926,36.0,67.0,85.0,20.0,26.0,70.0,6.8,25.126318018194972,2.4,234,992.5,2.8,101
AQ_000308,2024-01-19 18:00:00,Chemical Complex Monitor,industrial,28.3974,77.3266,47.0,119.0,723.0,119.0,312.6243918332446,128.0,19.5,51.50621040550952,5.8,79,1046.5,15.1,129
AQ_000309,2024-01-19 18:30:00,Suburban Monitoring,urban_residential,28.4595,77.0266,58.0,121.80000000000001,13.200000000000001,6.6000000000000005,9.0,123.4,18.6,23.665303286371483,1.2,332,961.2,3.4,339
AQ_000310,2024-01-19 19:15:00,Major Road Intersection,urban_traffic,28.5355,77.391,261.0,143.0,102.0,76.0,2.3,687.0,15.9,50.70988087783913,0.1,185,1003.4,8.5,310
AQ_000311,2024-01-19 20:45:00,Heavy Industry Area,industrial,28.3852,77.2719,73.0,264.0,468.0,55.0,45.0,800.0,14.6,36.089870697894064,7.3,67,1007.2,22.0,168
AQ_000312,2024-01-19 22:30:00,City Park Monitor,background,28.6169,77.2295,64.0,75.0,116.0,278.0,7.0,188.0,9.2,29.18980634961016,7.1,189,973.7,12.9,159
AQ_000313,2024-01-19 23:45:00,Residential Park,urban_residential,28.6692,77.4538,21.0,192.0,27.0,126.0,17.0,61.0,9.6,49.91522254490029,4.1,308,1039.4,2.8,69
AQ_000314,2024-01-20 06:15:00,Major Road Intersection,urban_traffic,28.5355,77.391,86.0,135.0,80.0,520.0,8.4,208.0,13.9,34.15504042962773,1.3,282,965.3,9.4,182
AQ_000315,2024-01-20 08:30:00,Industrial Zone East,industrial,28.8386,77.1462,458.0,2017.0,169.0,255.0,92.0,1098.0,9.3,53.28904259038792,3.5,62,992.7,28.0,500
AQ_000316,2024-01-20 09:30:00,Urban Background,background,28.6441,77.2136,67.0,298.0,12.0,175.0,27.0,146.0,9.2,42.13261943580001,3.4,268,1007.8,24.8,162
AQ_000317,2024-01-20 11:00:00,Residential Park,urban_residential,28.6692,77.4538,127.0,34.0,59.0,305.0,16.0,256.0,6.8,26.314961499666786,12.9,220,967.8,15.7,225
AQ_000318,2024-01-20 12:15:00,Residential Park,urban_residential,28.6692,77.4538,19.0,2.9,45.0,121.0,4.7,298.0,9.8,36.39929316589713,7.3,138,960.2,5.9,64
AQ_000319,2024-01-20 13:45:00,City Park Monitor,background,28.6169,77.2295,224.0,54.0,98.0,162.0,2.8,122.0,8.4,47.03138758020795,9.8,121,973.5,21.7,273
AQ_000320,2024-01-20 15:30:00,Heavy Industry Area,industrial,28.3852,77.2719,144.0,132.0,426.0,673.0,33.0,1639.0,16.3,33.810403569738696,11.9,51,960.7,29.2,243
AQ_000321,2024-01-20 16:15:00,Major Road Intersection,urban_traffic,28.5355,77.391,87.0,19.0,218.0,252.0,10.0,524.0,5.6,33.99299767060663,8.6,329,1032.2,9.1,183
AQ_000322,2024-01-20 17:15:00,Urban Background,background,28.6441,77.2136,36.0,12.0,21.0,114.0,8.6,25.0,19.0,59.797122631186056,0.2,309,1037.8,9.1,101
AQ_000323,2024-01-20 17:15:00,Industrial Zone East,industrial,28.8386,77.1462,82.0,182.0,129.0,281.0,8.6,300.0,7.4,54.61129564872007,0.7,276,1035.0,11.7,178
AQ_000324,2024-01-20 18:45:00,Housing Complex Central,urban_residential,28.5494,77.25,27.0,10.0,2.6,10.4,0.9400000000000001,7.5,19.2,54.486781065209286,1.2,217,978.1,3.4,319
AQ_000325,2024-01-20 20:15:00,Major Road Intersection,urban_traffic,28.5355,77.391,46.0,423.0,111.0,365.0,33.0,2020.0,9.5,21.385066369694407,2.6,352,1024.5,28.6,126
AQ_000326,2024-01-20 20:30:00,Manufacturing District,industrial,28.4089,77.3178,466.0,144.0,98.0,293.0,52.0,735.0,14.5,34.9682120674647,2.2,48,1010.8,29.0,500
AQ_000327,2024-01-20 22:45:00,City Park Monitor,background,28.6169,77.2295,185.0,46.0,80.0,175.0,1.4,131.0,10.8,46.41369148222105,3.2,268,984.5,4.1,234
AQ_000328,2024-01-21 08:00:00,Residential Area North,urban_residential,28.7041,77.1025,234.0,72.0,170.0,641.0,86.0,360.0,6.7,39.89315523562514,3.0,85,1005.7,9.3,283
AQ_000329,2024-01-21 09:45:00,Green Belt Station,background,28.6877,77.2273,3448.7273266383268,115.0,677.0,43.0,4.7,116.0,17.3,40.75206217826541,2.4,90,984.2,6.5,52
AQ_000330,2024-01-21 11:15:00,City Park Monitor,background,28.6169,77.2295,153.0,71.0,147.0,146.0,39.0,187.0,5.1,23.62911160501557,5.0,244,984.5,17.5,202
AQ_000331,2024-01-21 11:30:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,225.0,60.0,61.0,305.0,18.0,825.0,14.0,36.456069035568234,10.7,45,993.7,25.1,274
AQ_000332,2024-01-21 17:45:00,Industrial Zone East,industrial,28.8386,77.1462,140.0,41.0,165.0,149.0,48.0,434.0,17.3,21.376414167199197,3.3,134,993.5,1.7,239
AQ_000333,2024-01-21 19:00:00,Major Road Intersection,urban_traffic,28.5355,77.391,104.0,126.0,230.0,151.0,128.0,3577.0,9.3,41.72131211905125,2.3,335,963.9,9.8,201
AQ_000334,2024-01-21 19:30:00,Heavy Industry Area,industrial,28.3852,77.2719,34.0,133.0,1682.0,158.0,19.0,778.0,5.8,59.1561086901373,4.4,297,1005.5,2.7,97
AQ_000335,2024-01-21 21:45:00,Green Belt Station,background,28.6877,77.2273,198.0,6.2,159.0,71.0,16.0,271.0,14.4,30.071290662447243,4.9,242,998.5,3.0,247
AQ_000336,2024-01-21 22:30:00,Chemical Complex Monitor,industrial,28.3974,77.3266,1475.0,87.0,597.0,713.0,45.0,180.0,6.1,36.00301559989985,2.5,21,1013.4,24.5,500
AQ_000337,2024-01-21 23:30:00,Residential Area North,urban_residential,28.7041,77.1025,54.0,6.5,85.0,3.4,56.0,168.0,7.1,21.42964383695503,7.4,151,1016.6,2.6,146
AQ_000338,2024-01-22 00:30:00,City Park Monitor,background,28.6169,77.2295,54.0,17.0,44.0,118.0,13.0,50.0,10.2,49.64686646905227,3.7,20,992.7,16.1,146
AQ_000339,2024-01-22 01:00:00,Industrial Zone East,industrial,28.8386,77.1462,80.0,161.0,149.0,1101.0,3.7,812.0,5.4,40.40477678872405,3.2,10,976.7,2.1,175
AQ_000340,2024-01-22 04:15:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,45.0,365.0,164.0,269.0,48.0,679.0,13.4,27.901432777468365,7.9,311,1011.1,6.1,124
AQ_000341,2024-01-22 06:30:00,Heavy Industry Area,industrial,28.3852,77.2719,37.0,36.0,,187.0,10.0,346.0,8.7,32.672485309174036,1.6,221,952.2,11.7,104
AQ_000342,2024-01-22 09:15:00,University Campus,background,28.5449,77.1926,42.89570063782346,24.0,45.0,35.0,9.0,170.0,18.6,42.96185853131818,0.8,206,1035.5,14.6,168
AQ_000343,2024-01-22 11:15:00,University Campus,background,28.5449,77.1926,128.0,33.0,76.0,19.0,25.0,177.0,19.2,40.69277660609603,9.8,247,1004.6,21.7,226
AQ_000344,2024-01-22 16:00:00,Industrial Zone East,industrial,28.8386,77.1462,128.0,198.0,504.0,7.5,42.0,797.0,6.9,34.55257499366941,10.4,285,989.0,8.4,226
AQ_000345,2024-01-22 17:15:00,Industrial Zone East,industrial,28.8386,77.1462,53.0,42.0,426.0,7.0,3.3,334.0,17.1,35.19338727109312,4.6,133,999.2,14.4,144
AQ_000346,2024-01-22 18:15:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,161.0,251.0,261.0,252.0,56.0,396.0,21.0,55.573240484163264,5.4,151,1045.9,12.5,210
AQ_000347,2024-01-22 20:15:00,Suburban Monitoring,urban_residential,28.4595,77.0266,266.0,452.0,3.8,548.0,7.8,505.0,6.5,49.83314839752842,3.3,108,1017.9,19.2,315
AQ_000348,2024-01-22 20:30:00,Industrial Zone East,industrial,28.8386,77.1462,417.0,415.0,211.0,207.0,95.0,312.0,10.8,26.703869753062595,4.3,181,989.3,3.9,466
AQ_000349,2024-01-22 20:45:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,101.0,484.0,4979.0,718.0,290.0,908.0,8.9,58.87573226489807,7.3,32,1004.3,24.3,198
AQ_000350,2024-01-22 20:45:00,Suburban Monitoring,urban_residential,28.4595,77.0266,754.0,110.0,347.0,533.0,29.0,74.0,11.9,35.417980243939994,7.7,78,1028.2,20.7,500
AQ_000351,2024-01-23 06:15:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,69.0,50.0,274.0,235.0,76.0,275.0,17.1,28.832325848476145,0.7,311,1023.7,16.4,164
AQ_000352,2024-01-23 07:15:00,Residential Park,urban_residential,28.6692,77.4538,49.0,174.0,204.0,21.0,5.3,87.0,12.2,39.4764172799281,3.9,146,960.8,3.8,134
AQ_000353,2024-01-23 08:00:00,Suburban Monitoring,urban_residential,28.4595,77.0266,452.0,111.0,118.0,357.0,65.0,703.0,11.6,27.899488627362608,0.6,259,1040.9,21.3,500
AQ_000354,2024-01-23 08:00:00,Chemical Complex Monitor,industrial,28.3974,77.3266,2420.0,702.0,303.0,367.0,-37.376556416083794,853.0,14.6,45.98313560226121,6.0,128,951.7,6.1,500
AQ_000355,2024-01-23 09:15:00,City Park Monitor,background,28.6169,77.2295,23.0,194.0,120.0,50.0,0.8,117.0,16.3,20.475642518786174,2.9,175,966.6,24.4,73
AQ_000356,2024-01-23 11:00:00,Green Belt Station,background,28.6877,77.2273,207.0,243.0,99.0,306.0,33.0,327.0,6.6,26.577517135303268,4.0,251,1005.5,20.5,164
AQ_000357,2024-01-23 12:30:00,Manufacturing District,industrial,28.4089,77.3178,167.0,132.0,118.0,35.0,69.0,589.0,15.9,52.370186874948395,6.1,119,1003.9,28.6,216
AQ_000358,2024-01-23 15:00:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,103.0,858.0,68.0,1116.0,73.0,456.0,10.0,55.6349951721042,6.2,139,1017.2,25.5,200
AQ_000359,2024-01-23 16:00:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,184.0,58.0,86.0,48.0,4.8,185.0,20.6,28.1938898658343,10.7,299,954.5,6.5,233
AQ_000360,2024-01-23 17:00:00,Urban Background,background,28.6441,77.2136,27.0,36.0,39.0,60.0,426.5126654050854,89.0,11.1,29.396939553996198,6.6,271,984.1,18.2,82
AQ_000361,2024-01-23 17:00:00,City Park Monitor,background,28.6169,77.2295,69.0,480.0,84.0,2.4,29.0,288.0,13.3,54.93236815071712,0.2,320,1009.4,22.8,164
AQ_000362,2024-01-23 18:00:00,Housing Complex Central,urban_residential,28.5494,77.25,32.0,2311.0,108.0,26.0,38.0,650.0,9.4,42.14353664729947,3.8,277,997.9,21.4,92
AQ_000363,2024-01-23 18:15:00,Urban Background,background,28.6441,77.2136,206.0,1.3,34.0,407.0,33.0,230.0,5.8,46.406300260307184,3.6,239,1016.1,7.3,255
AQ_000364,2024-01-23 18:30:00,Housing Complex Central,urban_residential,28.5494,77.25,2056.0,163.0,264.0,209.0,46.0,1071.0,13.1,22.75317132122584,1.4,63,1027.9,25.2,500
AQ_000365,2024-01-23 18:30:00,Central Business District,urban_traffic,28.6289,77.2065,548.0,130.0,9.4,399.0,55.0,916.0,13.7,32.488006644404905,2.8,72,1009.2,1.2,500
AQ_000366,2024-01-23 19:15:00,Suburban Monitoring,urban_residential,28.4595,77.0266,296.0,698.0,218.0,1672.0,116.0,668.0,12.1,35.89138008713119,4.1,150,1000.2,28.2,345
AQ_000367,2024-01-23 21:00:00,University Campus,background,28.5449,77.1926,52.0,403.0,158.0,155.0,4.3,226.0,15.8,56.742248394537405,8.0,58,988.5,19.3,141
AQ_000368,2024-01-23 21:30:00,Central Business District,urban_traffic,28.6289,77.2065,-21.061263156672403,220.0,186.0,62.0,24.0,319.0,7.1,51.11565166602196,5.8,244,969.1,9.0,191
AQ_000369,2024-01-23 21:45:00,Central Business District,urban_traffic,28.6289,77.2065,277.0,255.0,46.0,62.0,102.0,25.0,11.4,40.65432528403471,6.7,61,1010.9,21.6,326
AQ_000370,2024-01-24 02:30:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,143.0,60.0,168.0,196.0,8.3,731.0,10.5,50.633159071943034,7.7,347,1023.5,7.1,242
AQ_000371,2024-01-24 07:00:00,Suburban Monitoring,urban_residential,28.4595,77.0266,56.0,142.0,186.0,80.0,4.9,791.0,8.5,53.01057487060694,7.1,150,1016.5,19.7,150
AQ_000372,2024-01-24 08:15:00,University Campus,background,28.5449,77.1926,88.0,102.0,162.0,13.0,1.3,121.0,10.4,37.23909496302146,3.2,75,975.0,4.4,184
AQ_000373,2024-01-24 09:15:00,Residential Area North,urban_residential,28.7041,77.1025,12.8,17.6,221.8,12.0,0.58,6.6000000000000005,6.3,31.423601734077288,3.3,200,1036.0,8.3,159
AQ_000374,2024-01-24 09:15:00,Major Road Intersection,urban_traffic,28.5355,77.391,210.0,1.9,186.0,388.0,63.0,1097.0,6.5,22.1013520489575,0.8,337,1028.1,3.7,259
AQ_000375,2024-01-24 09:45:00,Residential Park,urban_residential,28.6692,77.4538,227.0,17.0,119.0,111.0,28.0,498.0,12.1,56.851685509584485,1.3,67,994.3,7.6,276
AQ_000376,2024-01-24 12:15:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,163.0,42.0,163.0,570.0,7.6,344.0,13.0,35.85495415542766,11.7,298,969.0,24.9,212
AQ_000377,2024-01-24 13:30:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,500.0,30.0,970.0,443.0,7.2,52.0,9.8,55.70946177595219,7.9,1,975.5,16.7,500
AQ_000378,2024-01-24 14:45:00,Manufacturing District,industrial,28.4089,77.3178,344.0,112.0,222.0,188.0,32.0,659.0,10.5,45.4713989719866,9.8,53,952.4,26.5,393
AQ_000379,2024-01-24 16:00:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,37.0,404.0,182.0,116.0,19.0,602.0,15.7,46.256429986795915,5.7,214,980.5,6.4,104
AQ_000380,2024-01-24 17:00:00,Chemical Complex Monitor,industrial,28.3974,77.3266,158.0,58.0,169.0,459.0,41.0,438.0,12.4,35.63340872420562,4.4,323,984.0,20.0,207
AQ_000381,2024-01-24 17:45:00,Major Road Intersection,urban_traffic,28.5355,77.391,,83.0,11.0,101.0,92.0,314.0,19.5,33.690385400810854,3.2,258,957.7,3.4,383
AQ_000382,2024-01-24 18:00:00,Urban Background,background,28.6441,77.2136,179.0,95.0,117.0,321.0,21.0,132.0,18.9,43.0496514548506,5.3,98,967.8,6.2,228
AQ_000383,2024-01-24 18:15:00,Green Belt Station,background,28.6877,77.2273,275.0,82.0,234.0,240.0,35.0,212.0,11.3,24.993881947355753,0.7,32,985.9,18.2,324
AQ_000384,2024-01-24 18:30:00,City Park Monitor,background,28.6169,77.2295,141.0,7995.084428893372,167.0,179.0,1.9,239.0,17.0,25.092214636195173,8.0,237,954.1,13.6,240
AQ_000385,2024-01-24 18:45:00,University Campus,background,28.5449,77.1926,560.0,959.0,669.0,825.0,7.5,244.0,13.8,50.56362657095772,2.0,114,1022.2,13.3,500
AQ_000386,2024-01-24 21:00:00,Manufacturing District,industrial,28.4089,77.3178,90.0,630.0,31.0,454.0,59.0,471.0,9.3,57.028973989606406,3.3,252,950.9,13.3,186
AQ_000387,2024-01-24 22:00:00,Central Business District,urban_traffic,28.6289,77.2065,88.0,108.0,781.0,824.0,26.0,398.0,10.0,24.730009443148795,5.2,125,1018.7,13.5,184
AQ_000388,2024-01-25 01:45:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,363.0,21.0,367.0,241.0,4.8,241.0,9.7,22.518330810722375,2.3,115,1014.8,28.6,412
AQ_000389,2024-01-25 02:00:00,Major Road Intersection,urban_traffic,28.5355,77.391,146.0,350.0,115.0,91.0,9.9,70.0,11.8,55.503731378011395,1.6,96,975.1,28.8,245
AQ_000390,2024-01-25 09:00:00,City Park Monitor,background,28.6169,77.2295,40.0,40.0,17.0,40.0,1.8,289.0,11.2,55.865233458403495,4.7,322,963.2,14.6,111
AQ_000391,2024-01-25 10:30:00,Central Business District,urban_traffic,28.6289,77.2065,296.0,217.0,487.0,34.0,3.2,75.0,18.7,44.62476486571746,6.7,288,972.5,21.9,345
AQ_000392,2024-01-25 12:00:00,Suburban Monitoring,urban_residential,28.4595,77.0266,21.0,60.0,100.0,132.0,26.0,137.0,14.2,46.35269072552089,7.6,350,976.7,28.2,69
AQ_000393,2024-01-25 13:45:00,Major Road Intersection,urban_traffic,28.5355,77.391,224.0,90.0,106.0,-5.69885737031445,15.0,458.0,5.7,51.41709362689034,10.6,281,1007.7,12.2,273
AQ_000394,2024-01-25 13:45:00,Residential Park,urban_residential,28.6692,77.4538,3582.4728542802172,101.0,6.8,185.0,6.1,194.0,16.9,36.70234488236213,11.5,219,1004.6,15.6,73
AQ_000395,2024-01-25 14:00:00,Residential Park,urban_residential,28.6692,77.4538,1141.0,103.0,115.0,20.0,18.0,402.0,15.7,50.232601428306,10.5,300,967.9,10.4,500
AQ_000396,2024-01-25 17:00:00,Major Road Intersection,urban_traffic,28.5355,77.391,410.0,214.0,28.0,364.0,6.1,564.0,7.5,36.05911621739273,7.2,188,963.6,8.5,459
AQ_000397,2024-01-25 17:45:00,City Park Monitor,background,28.6169,77.2295,-36.171059153750896,109.0,2341.0,108.0,22.0,296.0,19.7,32.92718522850816,7.1,270,1023.7,11.5,154
AQ_000398,2024-01-25 18:30:00,University Campus,background,28.5449,77.1926,44.0,235.0,257.0,48.0,4.2,203.0,18.1,41.81361283600073,6.5,69,976.5,30.0,121
AQ_000399,2024-01-25 19:00:00,City Park Monitor,background,28.6169,77.2295,17.0,68.0,137.0,142.0,27.0,560.0,11.2,33.216550379207234,0.3,278,985.0,8.9,60
AQ_000400,2024-01-25 20:45:00,City Park Monitor,background,28.6169,77.2295,75.0,34.0,111.0,140.0,16.0,261.0,9.0,50.2866712491265,1.2,257,986.9,28.5,170
AQ_000401,2024-01-25 22:00:00,Major Road Intersection,urban_traffic,28.5355,77.391,96.0,201.0,61.0,83.0,9.0,179.0,12.3,20.949509452117265,2.2,353,993.0,6.9,192
AQ_000402,2024-01-25 22:30:00,Central Business District,urban_traffic,28.6289,77.2065,498.0,431.0,139.0,37.0,54.0,456.0,13.3,54.37258072894514,2.4,87,977.0,19.8,500
AQ_000403,2024-01-25 23:15:00,Major Road Intersection,urban_traffic,28.5355,77.391,137.527029866659,116.0,130.0,84.0,9.1,392.0,8.8,57.019932865216475,3.5,262,982.0,14.7,215
AQ_000404,2024-01-26 05:00:00,City Park Monitor,background,28.6169,77.2295,34.0,13.0,49.0,43.0,2.4,170.0,5.2,33.20085690462,1.3,43,1047.2,6.8,97
AQ_000405,2024-01-26 06:00:00,Heavy Industry Area,industrial,28.3852,77.2719,108.07099362692634,66.0,443.0,318.0,0.8,446.0,14.7,22.918099304034026,1.7,344,957.6,22.6,232
AQ_000406,2024-01-26 09:15:00,Manufacturing District,industrial,28.4089,77.3178,73.0,189.0,419.0,245.0,16.0,48.0,8.7,43.94606565806106,5.1,49,970.3,15.8,168
AQ_000407,2024-01-26 09:30:00,Heavy Industry Area,industrial,28.3852,77.2719,115.0,2152.0,110.0,114.0,1.0,107.0,8.4,23.714308633685302,3.7,233,1008.6,26.9,212
AQ_000408,2024-01-26 09:45:00,Housing Complex Central,urban_residential,28.5494,77.25,80.0,410.0,333.0,12.0,14.0,294.0,6.0,46.03321497627231,4.9,252,1028.4,14.9,175
AQ_000409,2024-01-26 09:45:00,Green Belt Station,background,28.6877,77.2273,73.0,122.0,64.0,179.0,24.0,3443.014119183298,16.4,56.8331265176826,0.2,105,988.5,8.2,168
AQ_000410,2024-01-26 10:00:00,Central Business District,urban_traffic,28.6289,77.2065,440.0,102.0,136.0,359.0,16.0,73.0,13.8,35.44978152969496,14.3,156,1031.0,24.2,489
AQ_000411,2024-01-26 10:15:00,Central Business District,urban_traffic,28.6289,77.2065,70.0,5181.879818027894,556.0,185.0,17.0,399.0,14.2,35.27744812398296,13.7,3,1036.6,18.6,165
AQ_000412,2024-01-26 14:00:00,Chemical Complex Monitor,industrial,28.3974,77.3266,217.0,432.0,171.0,205.0,4.1,522.0,19.7,47.264229113559466,12.9,77,967.6,4.9,266
AQ_000413,2024-01-26 16:00:00,Chemical Complex Monitor,industrial,28.3974,77.3266,63.0,1035.0,533.0,191.0,15.0,240.0,9.9,34.46632318616368,8.5,81,1016.9,14.0,158
AQ_000414,2024-01-26 16:45:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,1295.0,140.0,270.0,337.0,78.0,282.0,21.4,42.60053577314972,10.7,263,989.3,26.8,500
AQ_000415,2024-01-26 17:30:00,Industrial Zone East,industrial,28.8386,77.1462,,,8.8,,63.0,275.0,9.2,21.47180191522082,2.6,312,968.9,26.6,245
AQ_000416,2024-01-26 17:30:00,Suburban Monitoring,urban_residential,28.4595,77.0266,273.0,92.0,4.6,1097.0,3.8,297.0,9.8,41.471501451668566,5.8,121,994.4,13.8,322
AQ_000417,2024-01-26 18:15:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,207.0,664.0,305.0,310.0,11.0,560.0,13.6,25.01136650475287,6.1,69,963.8,4.4,256
AQ_000418,2024-01-26 18:30:00,City Park Monitor,background,28.6169,77.2295,113.0,187.0,319.0,292.0,8.0,267.0,17.7,39.0759236046334,1.9,334,1021.1,19.1,210
AQ_000419,2024-01-26 19:15:00,Heavy Industry Area,industrial,28.3852,77.2719,852.0,1292.0,255.0,1363.0,62.0,609.0,8.1,31.18165232559091,5.8,247,1019.2,12.8,500
AQ_000420,2024-01-26 19:30:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,142.0,329.0,231.0,163.0,56.0,644.0,5.3,50.770470440523034,2.7,260,973.1,28.4,241
AQ_000421,2024-01-26 19:45:00,Suburban Monitoring,urban_residential,28.4595,77.0266,189.0,0.1,244.0,3.4,51.0,329.0,6.0,21.33366461103581,4.6,89,1026.3,17.5,238
AQ_000422,2024-01-26 21:00:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,3.3,121.0,408.0,5.9,179.0,8.1,7.5,51.04157360485374,5.3,57,1006.1,23.9,13
AQ_000423,2024-01-26 21:15:00,Residential Park,urban_residential,28.6692,77.4538,47.0,53.0,134.0,128.0,33.0,337.0,10.1,37.24551284657045,6.4,241,985.6,26.9,129
AQ_000424,2024-01-26 22:15:00,City Park Monitor,background,28.6169,77.2295,27.0,43.0,144.0,43.0,2.0,531.0,15.9,26.27964613523492,2.3,10,976.5,6.8,82
AQ_000425,2024-01-26 22:30:00,Industrial Zone East,industrial,28.8386,77.1462,262.0,213.0,457.0,298.0,38.0,138.0,8.0,49.28524120433964,6.3,301,1019.7,10.6,311
AQ_000426,2024-01-27 04:00:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,498.0,106.0,208.0,164.0,5.4,376.0,12.4,38.008945885822115,2.0,235,996.4,2.3,500
AQ_000427,2024-01-27 09:00:00,Industrial Zone East,industrial,28.8386,77.1462,4429.0,505.0,86.0,172.0,74.0,320.0,17.0,37.964416925714346,1.3,63,978.7,13.2,500
AQ_000428,2024-01-27 09:30:00,Central Business District,urban_traffic,28.6289,77.2065,1444.0,17.0,541.0,943.0,128.0,1125.0,18.6,42.947913455922375,7.1,1,988.5,6.3,500
AQ_000429,2024-01-27 10:00:00,Chemical Complex Monitor,industrial,28.3974,77.3266,112.0,297.0,270.0,49.0,126.0,1529.0,18.6,41.10147244860238,10.0,355,1001.6,10.6,209
AQ_000430,2024-01-27 10:15:00,Residential Park,urban_residential,28.6692,77.4538,105.0,242.0,206.0,199.0,14.0,461.0,14.9,35.6001359263642,8.5,175,952.5,17.4,202
AQ_000431,2024-01-27 10:30:00,Suburban Monitoring,urban_residential,28.4595,77.0266,209.0,197.0,421.0,285.0,32.0,373.0,12.6,35.90749146343214,5.0,226,1003.4,29.6,258
